titulo,autor,interprete,tom,letra,cifra,link_referencia,observacao
"MARIA, MINHA MÃE",Comunidade Católica Shalom,Comunidade Católica Shalom,"","","",https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+MARIA%2C+MINHA+M%C3%83E,Mariana / devoção e entrega
"MARIA, MULHER FORTE",Repertório católico,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+MARIA%2C+MULHER+FORTE,Mariana / discipulado de Maria
"MARIA, MÃE DA IGREJA",Repertório católico,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+MARIA%2C+M%C3%83E+DA+IGREJA,"Mariana / Maria, Mãe da Igreja"
"MARIA, MÃE DA MINHA VIDA",Eliana Ribeiro,Eliana Ribeiro,"","","",https://www.youtube.com/results?search_query=Eliana+Ribeiro+MARIA%2C+M%C3%83E+DA+MINHA+VIDA,Mariana / entrega e devoção
"MARIA, MÃE DOS CAMINHANTES","Pe. Zezinho, SCJ",Padre Zezinho,"","","",https://www.youtube.com/results?search_query=Padre+Zezinho+MARIA%2C+M%C3%83E+DOS+CAMINHANTES,Mariana / peregrinação e caminhada
"MARIA, PORTA DO CÉU",Vida Reluz,Vida Reluz,"","","",https://www.youtube.com/results?search_query=Vida+Reluz+MARIA%2C+PORTA+DO+C%C3%89U,Mariana / intercessão
"MARIA, TU QUE VELAS POR MIM",Repertório católico,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+MARIA%2C+TU+QUE+VELAS+POR+MIM,Mariana / intercessão
ME CONDUZIRÁS,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/me-conduziras/,https://www.cifraclub.com.br/davidson-silva/me-conduziras/,https://www.youtube.com/results?search_query=Davidson+Silva+Me+Conduzirás,Pós-comunhão / oração / ação de graças
ME CONSAGRO A TI,Frei Gilson,Frei Gilson,Bm,https://www.cifraclub.com.br/frei-gilson/me-consagro-a-ti/,https://www.cifraclub.com.br/frei-gilson/me-consagro-a-ti/,https://www.youtube.com/results?search_query=Frei+Gilson+ME+CONSAGRO+A+TI,Consagração / entrega
MERGULHEI,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/mergulhei/,https://www.cifraclub.com.br/davidson-silva/mergulhei/,https://www.youtube.com/results?search_query=Davidson+Silva+Mergulhei,Pós-comunhão / oração / ação de graças
MESMO SENDO DEUS,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/mesmo-sendo-deus/,https://www.cifraclub.com.br/comunidade-catolica-shalom/mesmo-sendo-deus/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Mesmo+Sendo+Deus,Pós-comunhão / oração / ação de graças
MEU BOM PASTOR,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/meu-bom-pastor/,https://www.cifraclub.com.br/davidson-silva/meu-bom-pastor/,https://www.youtube.com/results?search_query=Davidson+Silva+Meu+Bom+Pastor,Pós-comunhão / oração / ação de graças
MEU CAMINHO,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/meu-caminho/,https://www.cifraclub.com.br/davidson-silva/meu-caminho/,https://www.youtube.com/results?search_query=Davidson+Silva+Meu+Caminho,Pós-comunhão / oração / ação de graças
MEU CORAÇÃO,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/meu-coracao/,https://www.cifraclub.com.br/davidson-silva/meu-coracao/,https://www.youtube.com/results?search_query=Davidson+Silva+Meu+Coração,Pós-comunhão / oração / ação de graças
MEU CORAÇÃO ESTÁ PRONTO PRA TE AMAR,Frei Gilson,Frei Gilson,Bb,https://www.cifraclub.com.br/frei-gilson/meu-coracao-esta-pronto-pra-te-amar/,https://www.cifraclub.com.br/frei-gilson/meu-coracao-esta-pronto-pra-te-amar/,https://www.youtube.com/results?search_query=Frei+Gilson+MEU+CORA%C3%87%C3%83O+EST%C3%81+PRONTO+PRA+TE+AMAR,Amor de Deus / entrega
MEU PAI,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/meu-pai/,https://www.cifraclub.com.br/missionario-shalom/meu-pai/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Meu+Pai,Pós-comunhão / oração / ação de graças
MEU TUDO,Comunidade Católica Shalom,Comunidade Católica Shalom,"","","",https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+MEU+TUDO,Adoração / entrega a Cristo
MILAGRE,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/milagre/,https://www.cifraclub.com.br/adriana/milagre/,https://www.youtube.com/results?search_query=Adriana+Arydes+Milagre,Pós-comunhão / oração / ação de graças
MILAGRE DE AMOR,Padre Fábio de Melo,Padre Fábio de Melo,"",https://www.cifraclub.com.br/pe-fabio-de-melo/milagre-de-amor/,https://www.cifraclub.com.br/pe-fabio-de-melo/milagre-de-amor/,https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Milagre+de+Amor,Pós-comunhão / oração / ação de graças
MINH'ALMA DÁ GLÓRIAS AO SENHOR,Repertório litúrgico católico,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+MINH%27ALMA+D%C3%81+GL%C3%93RIAS+AO+SENHOR,Mariana / Magnificat
MINHA ESSÊNCIA,Thiago Brado,Thiago Brado,"","","",https://www.youtube.com/results?search_query=Thiago+Brado+MINHA+ESS%C3%8ANCIA,Pós-comunhão / entrega e oração
MINHA FAMÍLIA É UMA BENÇÃO,Frei Gilson,Frei Gilson,G,https://www.letras.mus.br/frei-gilson/3852636/,https://www.cifraclub.com.br/frei-gilson/minha-familia-e-uma-bencao/,"",Família
MINHA FAMÍLIA É UMA BÊNÇÃO,Frei Gilson,Frei Gilson,G,https://www.cifraclub.com.br/frei-gilson/minha-familia-e-uma-bencao/,https://www.cifraclub.com.br/frei-gilson/minha-familia-e-uma-bencao/,https://www.youtube.com/results?search_query=Frei+Gilson+MINHA+FAM%C3%8DLIA+%C3%89+UMA+B%C3%8AN%C3%87%C3%83O,Família / bênção
MINHA GRAÇA TE BASTA,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/minha-graca-te-basta/,https://www.cifraclub.com.br/adriana/minha-graca-te-basta/,https://www.youtube.com/results?search_query=Adriana+Arydes+Minha+Graça+Te+Basta,Pós-comunhão / oração / ação de graças
MINHA VIDA TEM SENTIDO,Padre Zezinho,Padre Zezinho,D,https://www.cifraclub.com.br/padre-zezinho/minha-vida-tem-sentido/,https://www.cifraclub.com.br/padre-zezinho/minha-vida-tem-sentido/,"","Apresentação das oferendas / Pão, vinho e oferta do amor"
MISERICÓRDIA SENHOR,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/misericordia-senhor/,https://www.cifraclub.com.br/cancao-nova/misericordia-senhor/,https://www.youtube.com/results?search_query=Canção+Nova+Misericórdia+Senhor,Ato penitencial
"MISERICÓRDIA, Ó SENHOR",Graduale Romanum; Liturgia das Horas; música: Frei Wanderson Luiz Freitas; Pe. J. Gelineau,CNBB / Música Litúrgica,"","","","",Apresentação das oferendas / Fiéis Defuntos
MISTÉRIO DA FÉ,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/misterio-da-fe/,https://www.cifraclub.com.br/comunidade-catolica-shalom/misterio-da-fe/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Mistério+da+Fé,Pós-comunhão / oração / ação de graças
MORADA SANTA,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/morada-santa/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/morada-santa/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Morada+Santa,Pós-comunhão / oração / ação de graças
MUITO PERDOAIS,Comunidade Católica Shalom,Comunidade Católica Shalom,D,https://www.cifraclub.com.br/comunidade-catolica-shalom/muito-perdoais/,https://www.cifraclub.com.br/comunidade-catolica-shalom/muito-perdoais/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Muito+Perdoais,Ato penitencial
MUITOS GRÃOS DE TRIGO,José Acácio Santana,Músicas Católicas,C,https://www.cifraclub.com.br/catolicas/muitos-graos-de-trigo/,https://www.cifraclub.com.br/catolicas/muitos-graos-de-trigo/,https://www.youtube.com/watch?v=Ny5rgue22f0,"Apresentação das oferendas / Pão, vinho e oferta da vida"
MÃE DA CONFIANÇA,Comunidade Católica Shalom,Comunidade Católica Shalom,"","","",https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+M%C3%83E+DA+CONFIAN%C3%87A,Mariana / confiança e intercessão
MÃE DA FÉ,Anjos de Resgate,Anjos de Resgate,"","","",https://www.youtube.com/results?search_query=Anjos+de+Resgate+M%C3%83E+DA+F%C3%89,Mariana / fé e intercessão
MÃE DA PAZ,Missionário Shalom,Missionário Shalom,"","","",https://www.youtube.com/results?search_query=Mission%C3%A1rio+Shalom+M%C3%83E+DA+PAZ,Mariana / Rainha da Paz
MÃE DE MISERICÓRDIA,COMUNIDADE CATÓLICA SHALOM,COMUNIDADE CATÓLICA SHALOM,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/mae-de-misericordia/,https://www.cifraclub.com.br/comunidade-catolica-shalom/mae-de-misericordia/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Mãe+de+Misericórdia,Ato penitencial
MÃE DE TODAS AS MÃES,Eliana Ribeiro,Eliana Ribeiro,"","","",https://www.youtube.com/results?search_query=Eliana+Ribeiro+M%C3%83E+DE+TODAS+AS+M%C3%83ES,Mariana / maternidade e intercessão
MÃE DO CÉU,Frei Gilson,Frei Gilson,"","","",https://www.youtube.com/results?search_query=Frei+Gilson+M%C3%83E+DO+C%C3%89U,Mariana / devoção a Nossa Senhora
MÃE DO CÉU MORENA,"Pe. Zezinho, SCJ",Padre Zezinho,"","","",https://www.youtube.com/results?search_query=Padre+Zezinho+M%C3%83E+DO+C%C3%89U+MORENA,Mariana / Nossa Senhora Aparecida
MÃE DO MEU SENHOR,Frei Gilson,Frei Gilson,"","","",https://www.youtube.com/results?search_query=Frei+Gilson+M%C3%83E+DO+MEU+SENHOR,Mariana / maternidade divina
MÃE DO NOVO HOMEM,"Pe. Zezinho, SCJ",Padre Zezinho,"","","",https://www.youtube.com/results?search_query=Padre+Zezinho+M%C3%83E+DO+NOVO+HOMEM,"Mariana / Maria, Mãe de Cristo e da Igreja"
"MÃE, EU QUERO TE AMAR",Frei Gilson,Frei Gilson,"","","",https://www.youtube.com/results?search_query=Frei+Gilson+M%C3%83E%2C+EU+QUERO+TE+AMAR,Mariana / devoção filial
MÃEZINHA DO CÉU,Repertório católico tradicional,Padre Marcelo Rossi,"","","",https://www.youtube.com/results?search_query=Padre+Marcelo+Rossi+M%C3%83EZINHA+DO+C%C3%89U,Mariana / devoção filial
NA COMUNHÃO TE ENTREGAS A MIM,Vida Reluz,Vida Reluz,C,https://www.cifraclub.com.br/vida-reluz/na-comunhao-te-entregas-a-mim/,https://www.cifraclub.com.br/vida-reluz/na-comunhao-te-entregas-a-mim/,"",Comunhão / entrega de Cristo na Eucaristia
NA MESA SAGRADA,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/na-mesa-sagrada/,https://www.cifraclub.com.br/cancao-nova/na-mesa-sagrada/,https://www.youtube.com/results?search_query=Canção+Nova+Na+Mesa+Sagrada,Comunhão / Eucaristia
NA PÁSCOA DA NOVA ALIANÇA,"Frei José Moacyr Cadenassi, OFMCap; música: Ir. Míria T. Kolling",Ir. Míria T. Kolling,"","","","",Comunhão / Exaltação da Santa Cruz
NA TUA PRESENÇA,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/na-tua-presenca/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/na-tua-presenca/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Na+Tua+Presença,Adoração
NA ÁGUA E NO ESPÍRITO,Léo Mantovani,Léo Mantovani,B,"","","",Ato penitencial / Batismo
NADA NOS SEPARARÁ,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/nada-nos-separara/,https://www.cifraclub.com.br/davidson-silva/nada-nos-separara/,https://www.youtube.com/results?search_query=Davidson+Silva+Nada+Nos+Separará,Pós-comunhão / oração / ação de graças
NADA TEMEREI,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/nada-temerei/,https://www.cifraclub.com.br/adriana/nada-temerei/,https://www.youtube.com/results?search_query=Adriana+Arydes+Nada+Temerei,Pós-comunhão / oração / ação de graças
NADA VAI NOS SEPARAR,Frei Gilson,Frei Gilson,Bb,https://www.cifraclub.com.br/frei-gilson/nada-vai-nos-separar/,https://www.cifraclub.com.br/frei-gilson/nada-vai-nos-separar/,https://www.youtube.com/results?search_query=Frei+Gilson+NADA+VAI+NOS+SEPARAR,Amor de Deus / confiança
NAS ASAS DO SENHOR,Padre Fábio de Melo,Padre Fábio de Melo,"",https://www.cifraclub.com.br/pe-fabio-de-melo/nas-asas-do-senhor/,https://www.cifraclub.com.br/pe-fabio-de-melo/nas-asas-do-senhor/,https://www.youtube.com/results?search_query=Padre+Fábio+de+Melo+Nas+Asas+do+Senhor,Pós-comunhão / oração / ação de graças
"NEM A VIDA, NEM A MORTE",Ir. Míria T. Kolling,Ir. Míria T. Kolling,"","","","",Apresentação das oferendas / Fiéis Defuntos
NO ALTAR NO DO MEU SENHOR,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/no-altar-no-do-meu-senhor/,https://www.cifraclub.com.br/cancao-nova/no-altar-no-do-meu-senhor/,https://www.youtube.com/results?search_query=Canção+Nova+No+Altar+No+do+Meu+Senhor,Apresentação das oferendas
NO SENHOR SE ENCONTRA A MISERICÓRDIA,Missal Romano; Liturgia das Horas; música: Pe. Sílvio Milanez,Pe. Sílvio Milanez,"","","","",Apresentação das oferendas / Missa pelos Fiéis Defuntos
NOITE EXCELSA,"","","","","","",Entrada / Natal - Missa da Noite
NOSSA GLÓRIA É A CRUZ,"Pe. José Weber, SVD","Pe. José Weber, SVD","","","","",Apresentação das oferendas / Exaltação da Santa Cruz
NOSSA MISSÃO,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/nossa-missao/,https://www.cifraclub.com.br/adriana/nossa-missao/,"",Missão / envio
NOSSA OFERTA DE AMOR,Comunidade Católica Shalom,Comunidade Católica Shalom,D,https://www.cifraclub.com.br/comunidade-catolica-shalom/nossa-oferta-de-amor/,https://www.cifraclub.com.br/comunidade-catolica-shalom/nossa-oferta-de-amor/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Nossa+Oferta+de+Amor,Apresentação das oferendas
NOSSA SENHORA,Roberto Carlos; Erasmo Carlos,Adriana Arydes,"","","",https://www.youtube.com/results?search_query=Adriana+Arydes+NOSSA+SENHORA,Mariana / devoção a Nossa Senhora
NOVA MISSÃO,Dirceu Vicente De Paula,Músicas Católicas,"","","",https://www.youtube.com/results?search_query=M%C3%BAsicas+Cat%C3%B3licas+NOVA+MISS%C3%83O,"Canto final / missão, evangelização e testemunho"
NOVA UNÇÃO,Adriana Arydes,Adriana Arydes,"","","",https://www.youtube.com/results?search_query=Adriana+Arydes+NOVA+UN%C3%87%C3%83O,Canto final / envio e ação do Espírito; repertório classificado como FINAL
NOVO AMANHECER,Comunidade Católica Shalom,Comunidade Católica Shalom,"","","","",Entrada / louvor
NOVO DIA,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/novo-dia/,https://www.cifraclub.com.br/davidson-silva/novo-dia/,https://www.youtube.com/results?search_query=Davidson+Silva+Novo+Dia,Pós-comunhão / oração / ação de graças
NÃO EXISTE AMOR SEM ENTREGA,Fr. Gotzon Aulestia; versão: Ir. Míria T. Kolling,Ir. Míria T. Kolling,"","","",https://www.youtube.com/watch?v=b9AkVgCfo8g,Comunhão / entrega e amor eucarístico
NÓS SOMOS MUITOS,"Pe. José Weber, SVD","Pe. José Weber, SVD","","","",https://www.youtube.com/watch?v=pNYJ9ELiW3c,Comunhão / unidade eclesial na Eucaristia
NÓS TE DAMOS MUITAS GRAÇAS,"Antônio Prado; Frei Joel Postma, OFM",CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=rCL8p7FzQ74,Comunhão / ação de graças / Hinário Litúrgico da CNBB
O AMOR DE DEUS COBRIU,Ir. Míria T. Kolling; Pe. Lúcio Floro,CNBB / Música Litúrgica,"","","",https://www.youtube.com/watch?v=BxvL5wsACYg,Canto final / Pentecostes
O BANQUETE DO CORDEIRO,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-banquete-do-cordeiro/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-banquete-do-cordeiro/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+O+Banquete+do+Cordeiro,Cordeiro de Deus
O CANTO DOS SINOS,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/o-canto-dos-sinos/,https://www.cifraclub.com.br/cancao-nova/o-canto-dos-sinos/,https://www.youtube.com/results?search_query=Canção+Nova+O+Canto+Dos+Sinos,Pós-comunhão / oração / ação de graças
O ELEVADOR,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/o-elevador/,https://www.cifraclub.com.br/comunidade-catolica-shalom/o-elevador/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+O+Elevador,Adoração
"O ESPÍRITO DE DEUS, ALELUIA",José Raimundo,CNBB / Música Litúrgica,"","","",https://www.youtube.com/results?search_query=CNBB+%2F+M%C3%BAsica+Lit%C3%BArgica+O+ESP%C3%8DRITO+DE+DEUS%2C+ALELUIA,Pentecostes / Espírito de Deus
O ESPÍRITO DO SENHOR,"Frei José Moacyr Cadenassi, OFMCap; música: Frei José Luiz Prim, OFM","Frei José Luiz Prim, OFM","","","",https://www.youtube.com/results?search_query=Frei+Jos%C3%A9+Luiz+Prim%2C+OFM+O+ESP%C3%8DRITO+DO+SENHOR,Canto final / missão no Espírito / Assunção de Nossa Senhora
O ESPÍRITO DO SENHOR REPOUSA SOBRE MIM,"Pe. José Weber, SVD","Pe. José Weber, SVD","","","",https://www.youtube.com/results?search_query=Pe.+Jos%C3%A9+Weber%2C+SVD+O+ESP%C3%8DRITO+DO+SENHOR+REPOUSA+SOBRE+MIM,Canto final / Pentecostes / missão
O ETERNO,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/o-eterno/,https://www.cifraclub.com.br/comunidade-catolica-shalom/o-eterno/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+O+ETERNO,Louvor / contemplação
O MELHOR TU TENS PRA MIM,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-melhor-tu-tens-pra-mim/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-melhor-tu-tens-pra-mim/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+O+Melhor+Tu+Tens+Pra+Mim,Pós-comunhão / oração / ação de graças
O MUNDO VAI OUVIR A SUA VOZ,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-mundo-vai-ouvir-a-sua-voz/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-mundo-vai-ouvir-a-sua-voz/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+O+Mundo+Vai+Ouvir+a+Sua+Voz,Pós-comunhão / oração / ação de graças
O PAI ENVIOU SEU FILHO QUERIDO,Pe. José Freitas Campos,Pe. José Freitas Campos,"","","",https://www.youtube.com/watch?v=pFQejP-b8EI,Comunhão / Cristo enviado pelo Pai
O PAI TE ESPERA,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-pai-te-espera/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/o-pai-te-espera/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+O+Pai+Te+Espera,Pós-comunhão / oração / ação de graças
O POÇO,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/o-poco/,https://www.cifraclub.com.br/adriana/o-poco/,https://www.youtube.com/results?search_query=Adriana+Arydes+O+Poço,Pós-comunhão / oração / ação de graças
O PÃO DA VIDA - COMUNHÃO,Músicas Católicas,Músicas Católicas,D,https://www.cifraclub.com.br/catolicas/o-pao-da-vida-comunhao/,https://www.cifraclub.com.br/catolicas/o-pao-da-vida-comunhao/,"",Comunhão / Pão da Vida e unidade com Cristo e os irmãos
"O PÃO DA VIDA, A COMUNHÃO","Pe. José Weber, SVD","Pe. José Weber, SVD","","","",https://www.youtube.com/watch?v=jZVqI9Fo0jI,Comunhão / Pão da Vida / Hinário Litúrgico da CNBB
O PÃO DE DEUS É O PÃO DA VIDA,"Pe. José Weber, SVD","Pe. José Weber, SVD","","","",https://www.youtube.com/watch?v=8PdnGv0JC_c,Comunhão / Pão da Vida / Hinário Litúrgico da CNBB
O SANTO NOME DO SENHOR,"Gradual Triplex; Liturgia das Horas; música: Frei Wanderson Luiz, O.Carm.","Frei Wanderson Luiz, O.Carm.","","","","",Apresentação das oferendas / Exaltação da Santa Cruz
O SENHOR PODEROSO EM AMOR,Reginaldo Veloso,Reginaldo Veloso,"","","",https://www.youtube.com/watch?v=Q-QSiLs3-GY,Comunhão / convite ao banquete eucarístico
"O SENHOR SUBIU AO CÉU, ALELUIA!",Reginaldo Veloso,Reginaldo Veloso,"","","","",Comunhão / Ascensão do Senhor / Salmo 68(67)
OBRA NOVA,Vida Reluz,Vida Reluz,"","","",https://www.youtube.com/results?search_query=Vida+Reluz+OBRA+NOVA,Canto final / missão e vida nova; repertório classificado como FINAL
OCEANOS,Hillsong United / versão em português,Frei Gilson,Bm,https://www.cifraclub.com.br/frei-gilson/oceanos/,https://www.cifraclub.com.br/frei-gilson/oceanos/,https://www.youtube.com/results?search_query=Frei+Gilson+OCEANOS,Confiança / fé
OFERTA,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/oferta/,https://www.cifraclub.com.br/missionario-shalom/oferta/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Oferta,Apresentação das oferendas
OFERTA DE LOUVOR,Ministério Amor e Adoração,Ministério Amor e Adoração,A,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/oferta-de-louvor/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/oferta-de-louvor/,"",Apresentação das oferendas
OFÍCIO DA IMACULADA CONCEIÇÃO,Canção Nova,Canção Nova,"",https://www.cifraclub.com.br/cancao-nova/oficio-da-imaculada-conceicao/,https://www.cifraclub.com.br/cancao-nova/oficio-da-imaculada-conceicao/,https://www.youtube.com/results?search_query=Canção+Nova+Ofício+da+Imaculada+Conceição,Mariana
OH SENHOR TENDE PIEDADE,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/oh-senhor-tende-piedade/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/oh-senhor-tende-piedade/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Oh+Senhor+Tende+Piedade,Ato penitencial
OH! ESPÍRITO SANTO,Almeida Neto,Comunidade Católica Shalom,E,https://www.cifraclub.com.br/comunidade-catolica-shalom/oh-espirito-santo/,https://www.cifraclub.com.br/comunidade-catolica-shalom/oh-espirito-santo/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+OH%21+ESP%C3%8DRITO+SANTO,Invocação ao Espírito Santo / consolação e renovação
OLHA PRA MIM,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/olha-pra-mim/,https://www.cifraclub.com.br/davidson-silva/olha-pra-mim/,https://www.youtube.com/results?search_query=Davidson+Silva+Olha+Pra+Mim,Pós-comunhão / oração / ação de graças
ORAÇÃO DE SÃO FRANCISCO,Adriana Arydes,Adriana Arydes,"",https://www.cifraclub.com.br/adriana/oracao-de-sao-francisco/,https://www.cifraclub.com.br/adriana/oracao-de-sao-francisco/,https://www.youtube.com/results?search_query=Adriana+Arydes+Oração+de+São+Francisco,Pós-comunhão / oração / ação de graças
ORAÇÃO EUCARÍSTICA,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/oracao-eucaristica/,https://www.cifraclub.com.br/comunidade-catolica-shalom/oracao-eucaristica/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Oração+Eucarística,Pós-comunhão / oração / ação de graças
ORAÇÃO EUCARÍSTICA I,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/oracao-eucaristica-i/,https://www.cifraclub.com.br/comunidade-catolica-shalom/oracao-eucaristica-i/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Oração+Eucarística+I,Pós-comunhão / oração / ação de graças
OS CÉUS SE ABRIRAM,"","","","","","",Entrada / Batismo do Senhor
OS OLHOS JAMAIS CONTEMPLARAM,Ir. Míria T. Kolling,Ir. Míria T. Kolling,"","","",https://www.youtube.com/watch?v=QlhKjDlxwRw,Apresentação das oferendas / Fiéis Defuntos
PAI NOSSO,Ministério Amor e Adoração,Ministério Amor e Adoração,"",https://www.cifraclub.com.br/ministerio-amor-e-adoracao/pai-nosso/,https://www.cifraclub.com.br/ministerio-amor-e-adoracao/pai-nosso/,https://www.youtube.com/results?search_query=Ministério+Amor+e+Adoração+Pai+Nosso,Pós-comunhão / oração / ação de graças
PARA ADORAR A TI,Renato Borges Neto,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/para-adorar-a-ti/,https://www.cifraclub.com.br/comunidade-catolica-shalom/para-adorar-a-ti/,https://www.youtube.com/results?search_query=Comunidade+Cat%C3%B3lica+Shalom+PARA+ADORAR+A+TI,Adoração / louvor e entrega
PARA SEMPRE TEU,Davidson Silva,Davidson Silva,"",https://www.cifraclub.com.br/davidson-silva/para-sempre-teu/,https://www.cifraclub.com.br/davidson-silva/para-sempre-teu/,https://www.youtube.com/results?search_query=Davidson+Silva+Para+Sempre+Teu,Pós-comunhão / oração / ação de graças
PARAPAPA,Ministério Missionário Shalom,Ministério Missionário Shalom,"",https://www.cifraclub.com.br/missionario-shalom/parapapa/,https://www.cifraclub.com.br/missionario-shalom/parapapa/,https://www.youtube.com/results?search_query=Ministério+Missionário+Shalom+Parapapa,Pós-comunhão / oração / ação de graças
PAZ NA TERRA,Comunidade Católica Shalom,Comunidade Católica Shalom,"",https://www.cifraclub.com.br/comunidade-catolica-shalom/paz-na-terra/,https://www.cifraclub.com.br/comunidade-catolica-shalom/paz-na-terra/,https://www.youtube.com/results?search_query=Comunidade+Católica+Shalom+Paz+Na+Terra,Pós-comunhão / oração / ação de graças
